name,rating,rank,season_week,ranking_id,season,week
Arkansas,12.35359034460517,25,2002.014,345,2002,13.999999999896318
Arkansas State,-16.88016436780574,104,2002.014,345,2002,13.999999999896318
Army,-23.19220236401,112,2002.014,345,2002,13.999999999896318
Auburn,13.802066810796546,17,2002.014,345,2002,13.999999999896318
BYU,-9.491650448166274,88,2002.014,345,2002,13.999999999896318
Ball State,-7.8372549023253715,78,2002.014,345,2002,13.999999999896318
Baylor,-22.502402678808423,110,2002.014,345,2002,13.999999999896318
Boise State,17.02171493241139,9,2002.014,345,2002,13.999999999896318
Boston College,12.184806143345696,27,2002.014,345,2002,13.999999999896318
Bowling Green,4.529712524333549,48,2002.014,345,2002,13.999999999896318
Buffalo,-25.228258851142584,114,2002.014,345,2002,13.999999999896318
California,11.946113633576356,28,2002.014,345,2002,13.999999999896318
Central Michigan,-18.918216283698783,108,2002.014,345,2002,13.999999999896318
Cincinnati,6.267137263271486,41,2002.014,345,2002,13.999999999896318
Clemson,4.370768179572656,49,2002.014,345,2002,13.999999999896318
Colorado,13.24129523374954,18,2002.014,345,2002,13.999999999896318
Colorado State,9.78477078445608,32,2002.014,345,2002,13.999999999896318
Duke,-8.408369832054074,84,2002.014,345,2002,13.999999999896318
East Carolina,-5.187275413481856,74,2002.014,345,2002,13.999999999896318
Eastern Michigan,-28.582593863972228,117,2002.014,345,2002,13.999999999896318
Florida,13.083686916976289,20,2002.014,345,2002,13.999999999896318
Florida State,16.392120963863846,12,2002.014,345,2002,13.999999999896318
Fresno State,-6.2331524491469015,76,2002.014,345,2002,13.999999999896318
Georgia,16.832272928256025,10,2002.014,345,2002,13.999999999896318
Georgia Tech,7.33871971498731,37,2002.014,345,2002,13.999999999896318
Hawai'i,0.4187196371582864,62,2002.014,345,2002,13.999999999896318
Houston,-13.09355087653582,96,2002.014,345,2002,13.999999999896318
Idaho,-14.91819550432858,103,2002.014,345,2002,13.999999999896318
Illinois,3.745048056541844,51,2002.014,345,2002,13.999999999896318
Indiana,-13.694245470377624,98,2002.014,345,2002,13.999999999896318
Iowa,19.359296472568325,5,2002.014,345,2002,13.999999999896318
Iowa State,4.258719682291811,50,2002.014,345,2002,13.999999999896318
Kansas,-21.52054774476735,109,2002.014,345,2002,13.999999999896318
Kansas State,26.860887780205605,3,2002.014,345,2002,13.999999999896318
Kent State,-27.505993125281684,115,2002.014,345,2002,13.999999999896318
Kentucky,6.238382854144709,42,2002.014,345,2002,13.999999999896318
LSU,10.710491998732955,31,2002.014,345,2002,13.999999999896318
Louisiana,-17.245983941564457,105,2002.014,345,2002,13.999999999896318
Louisiana Tech,-12.910467392594162,95,2002.014,345,2002,13.999999999896318
Louisville,5.497423189011595,45,2002.014,345,2002,13.999999999896318
Marshall,-3.404007634418326,72,2002.014,345,2002,13.999999999896318
Maryland,13.827465181849377,16,2002.014,345,2002,13.999999999896318
Memphis,-9.114677823349885,85,2002.014,345,2002,13.999999999896318
Miami,27.51104266005664,2,2002.014,345,2002,13.999999999896318
Miami (OH),0.3228525419583388,63,2002.014,345,2002,13.999999999896318
Michigan,12.499200129132706,24,2002.014,345,2002,13.999999999896318
Michigan State,-5.733599158820928,75,2002.014,345,2002,13.999999999896318
Middle Tennessee,-8.307239815405302,80,2002.014,345,2002,13.999999999896318
Minnesota,-1.0962949834862492,66,2002.014,345,2002,13.999999999896318
Mississippi State,-6.461689412580967,77,2002.014,345,2002,13.999999999896318
Missouri,2.764994053149673,55,2002.014,345,2002,13.999999999896318
NC State,12.944784024081065,21,2002.014,345,2002,13.999999999896318
Navy,-18.3615175642487,106,2002.014,345,2002,13.999999999896318
Nebraska,6.288050192129892,40,2002.014,345,2002,13.999999999896318
Nevada,-10.903167742813125,91,2002.014,345,2002,13.999999999896318
New Mexico,-4.223895753267269,73,2002.014,345,2002,13.999999999896318
New Mexico State,-8.365644509162452,83,2002.014,345,2002,13.999999999896318
North Carolina,-8.310366085537144,81,2002.014,345,2002,13.999999999896318
North Texas,0.1222046020155573,64,2002.014,345,2002,13.999999999896318
Northern Illinois,2.0760281738375848,57,2002.014,345,2002,13.999999999896318
Northwestern,-14.235522190900411,100,2002.014,345,2002,13.999999999896318
Notre Dame,13.08675609267651,19,2002.014,345,2002,13.999999999896318
Ohio,-9.38781676765139,87,2002.014,345,2002,13.999999999896318
Ohio State,15.84366604991682,14,2002.014,345,2002,13.999999999896318
Oklahoma,24.46084557480018,4,2002.014,345,2002,13.999999999896318
Oklahoma State,4.898485328422197,46,2002.014,345,2002,13.999999999896318
Ole Miss,3.486172169385749,52,2002.014,345,2002,13.999999999896318
Oregon,8.166909217371494,35,2002.014,345,2002,13.999999999896318
Oregon State,16.501535045886172,11,2002.014,345,2002,13.999999999896318
Penn State,19.02459067645504,6,2002.014,345,2002,13.999999999896318
Pittsburgh,12.70736225717764,23,2002.014,345,2002,13.999999999896318
Purdue,6.020666580269796,43,2002.014,345,2002,13.999999999896318
Rice,-14.58862337085506,102,2002.014,345,2002,13.999999999896318
Rutgers,-14.166136482373352,99,2002.014,345,2002,13.999999999896318
SMU,-22.581956679270608,111,2002.014,345,2002,13.999999999896318
San Diego State,-8.340218252893088,82,2002.014,345,2002,13.999999999896318
San José State,-12.785928285058633,94,2002.014,345,2002,13.999999999896318
South Carolina,1.303969538760688,60,2002.014,345,2002,13.999999999896318
South Florida,7.080472251773683,38,2002.014,345,2002,13.999999999896318
Southern Miss,-1.0400167440657495,65,2002.014,345,2002,13.999999999896318
Stanford,-2.774369876525529,70,2002.014,345,2002,13.999999999896318
Syracuse,1.8581449531905536,58,2002.014,345,2002,13.999999999896318
TCU,4.709359848480864,47,2002.014,345,2002,13.999999999896318
Temple,-2.9683359068834267,71,2002.014,345,2002,13.999999999896318
Tennessee,10.791183789636577,30,2002.014,345,2002,13.999999999896318
Texas,17.469605506095004,8,2002.014,345,2002,13.999999999896318
Texas A&M,7.381361452219129,36,2002.014,345,2002,13.999999999896318
Texas Tech,8.633675367921526,34,2002.014,345,2002,13.999999999896318
Toledo,3.251776933283418,53,2002.014,345,2002,13.999999999896318
Troy,-14.23661482176033,101,2002.014,345,2002,13.999999999896318
Tulane,-1.6862511236908588,69,2002.014,345,2002,13.999999999896318
Tulsa,-24.83660736859751,113,2002.014,345,2002,13.999999999896318
UAB,-11.494499704510792,93,2002.014,345,2002,13.999999999896318
UCF,0.5907802948413057,61,2002.014,345,2002,13.999999999896318
UCLA,14.141624648086662,15,2002.014,345,2002,13.999999999896318
UConn,1.5960109019267756,59,2002.014,345,2002,13.999999999896318
UL Monroe,-18.874782252829075,107,2002.014,345,2002,13.999999999896318
UNLV,-9.994922534220295,90,2002.014,345,2002,13.999999999896318
USC,28.07690174983596,1,2002.014,345,2002,13.999999999896318
UTEP,-28.13247817282116,116,2002.014,345,2002,13.999999999896318
Utah,-1.6148841150542417,68,2002.014,345,2002,13.999999999896318
Utah State,-13.632036076695035,97,2002.014,345,2002,13.999999999896318
Vanderbilt,-8.220141213196861,79,2002.014,345,2002,13.999999999896318
Virginia,9.765591423806915,33,2002.014,345,2002,13.999999999896318
Virginia Tech,11.188442443529055,29,2002.014,345,2002,13.999999999896318
Wake Forest,2.944355783542693,54,2002.014,345,2002,13.999999999896318
Washington,12.191180526748274,26,2002.014,345,2002,13.999999999896318
Washington State,16.144817876336354,13,2002.014,345,2002,13.999999999896318
West Virginia,12.88929221062972,22,2002.014,345,2002,13.999999999896318
Western Michigan,-9.263139249727123,86,2002.014,345,2002,13.999999999896318
Wisconsin,5.756951276624953,44,2002.014,345,2002,13.999999999896318
Wyoming,-9.945011522180224,89,2002.014,345,2002,13.999999999896318
Air Force,2.5619363227989536,52,2002.015,346,2002,15.000000000100044
Akron,-11.501285039321164,93,2002.015,346,2002,15.000000000100044
Alabama,18.66871856502788,9,2002.015,346,2002,15.000000000100044
Arizona,-1.973791346399204,68,2002.015,346,2002,15.000000000100044
Arizona State,8.634825766178611,33,2002.015,346,2002,15.000000000100044
Arkansas,11.995934952580148,26,2002.015,346,2002,15.000000000100044
Arkansas State,-15.958303732600426,104,2002.015,346,2002,15.000000000100044
Army,-22.6325183661786,112,2002.015,346,2002,15.000000000100044
Auburn,14.405517645811372,17,2002.015,346,2002,15.000000000100044
BYU,-10.093470925173044,90,2002.015,346,2002,15.000000000100044
Ball State,-9.987305029411411,89,2002.015,346,2002,15.000000000100044
Baylor,-21.862772141914103,110,2002.015,346,2002,15.000000000100044
Boise State,17.332860685708326,10,2002.015,346,2002,15.000000000100044
Boston College,12.10199678626022,25,2002.015,346,2002,15.000000000100044
Bowling Green,2.1186619118366075,54,2002.015,346,2002,15.000000000100044
Buffalo,-25.6811416038572,114,2002.015,346,2002,15.000000000100044
California,12.741960712596448,21,2002.015,346,2002,15.000000000100044
Central Michigan,-19.739650219270807,108,2002.015,346,2002,15.000000000100044
Cincinnati,5.504233284904551,42,2002.015,346,2002,15.000000000100044
Clemson,3.43622740433524,50,2002.015,346,2002,15.000000000100044
Colorado,14.523463188758802,16,2002.015,346,2002,15.000000000100044
Colorado State,6.900227138310047,38,2002.015,346,2002,15.000000000100044
Duke,-9.531244060007388,87,2002.015,346,2002,15.000000000100044
East Carolina,-6.272440178663668,74,2002.015,346,2002,15.000000000100044
Eastern Michigan,-29.54942116437862,117,2002.015,346,2002,15.000000000100044
Florida,12.108142688561957,24,2002.015,346,2002,15.000000000100044
Florida State,16.27168569857355,13,2002.015,346,2002,15.000000000100044
Fresno State,-6.635308096227988,77,2002.015,346,2002,15.000000000100044
Georgia,20.338199078981525,5,2002.015,346,2002,15.000000000100044
Georgia Tech,3.388369753692153,51,2002.015,346,2002,15.000000000100044
Hawai'i,1.4818382238565064,59,2002.015,346,2002,15.000000000100044
Houston,-9.328674588730651,85,2002.015,346,2002,15.000000000100044
Idaho,-14.213477162887113,99,2002.015,346,2002,15.000000000100044
Illinois,3.5633876427866378,49,2002.015,346,2002,15.000000000100044
Indiana,-14.650459540955875,102,2002.015,346,2002,15.000000000100044
Iowa,19.23378874573488,7,2002.015,346,2002,15.000000000100044
Iowa State,4.124862405028404,46,2002.015,346,2002,15.000000000100044
Kansas,-21.11863978296839,109,2002.015,346,2002,15.000000000100044
Kansas State,28.045213290388425,3,2002.015,346,2002,15.000000000100044
Kent State,-28.35262677613968,116,2002.015,346,2002,15.000000000100044
Kentucky,4.7186079059690265,45,2002.015,346,2002,15.000000000100044
LSU,10.991202254723987,31,2002.015,346,2002,15.000000000100044
Louisiana,-16.533874222961998,105,2002.015,346,2002,15.000000000100044
Louisiana Tech,-12.960984504170012,96,2002.015,346,2002,15.000000000100044
Louisville,1.8320001287149807,56,2002.015,346,2002,15.000000000100044
Marshall,-2.041186430562549,70,2002.015,346,2002,15.000000000100044
Maryland,13.252490382981431,19,2002.015,346,2002,15.000000000100044
Memphis,-7.770959304937378,82,2002.015,346,2002,15.000000000100044
Miami,29.290592383828795,2,2002.015,346,2002,15.000000000100044
Miami (OH),0.5132772887342352,62,2002.015,346,2002,15.000000000100044
Michigan,12.433765503066036,23,2002.015,346,2002,15.000000000100044
Michigan State,-6.345279493051525,76,2002.015,346,2002,15.000000000100044
Middle Tennessee,-7.119463855091403,78,2002.015,346,2002,15.000000000100044
Minnesota,-1.3735060300035578,67,2002.015,346,2002,15.000000000100044
Mississippi State,-6.279394737217132,75,2002.015,346,2002,15.000000000100044
Missouri,2.561447297013231,53,2002.015,346,2002,15.000000000100044
NC State,11.9576409393182,27,2002.015,346,2002,15.000000000100044
Navy,-18.68511597491656,107,2002.015,346,2002,15.000000000100044
Nebraska,5.444007917479414,43,2002.015,346,2002,15.000000000100044
Nevada,-10.519034966711512,92,2002.015,346,2002,15.000000000100044
New Mexico,-2.38532614555564,71,2002.015,346,2002,15.000000000100044
New Mexico State,-7.372724371899569,80,2002.015,346,2002,15.000000000100044
North Carolina,-9.392107245464206,86,2002.015,346,2002,15.000000000100044
North Texas,0.655015738275222,61,2002.015,346,2002,15.000000000100044
Northern Illinois,1.5291330150307747,57,2002.015,346,2002,15.000000000100044
Northwestern,-14.700546666165732,103,2002.015,346,2002,15.000000000100044
Notre Dame,11.680481404825558,28,2002.015,346,2002,15.000000000100044
Ohio,-9.186820403179734,84,2002.015,346,2002,15.000000000100044
Ohio State,15.717921879832767,14,2002.015,346,2002,15.000000000100044
Oklahoma,22.248347470306943,4,2002.015,346,2002,15.000000000100044
Oklahoma State,8.197082675421399,35,2002.015,346,2002,15.000000000100044
Ole Miss,4.060815713355087,47,2002.015,346,2002,15.000000000100044
Oregon,8.521523209346654,34,2002.015,346,2002,15.000000000100044
Oregon State,17.002494320169674,11,2002.015,346,2002,15.000000000100044
Penn State,18.916664946143523,8,2002.015,346,2002,15.000000000100044
Pittsburgh,11.620238261073563,29,2002.015,346,2002,15.000000000100044
Purdue,5.742803198814281,39,2002.015,346,2002,15.000000000100044
Rice,-14.071320107157993,97,2002.015,346,2002,15.000000000100044
Rutgers,-14.137406035774022,98,2002.015,346,2002,15.000000000100044
SMU,-22.341093260184515,111,2002.015,346,2002,15.000000000100044
San Diego State,-8.324249314787377,83,2002.015,346,2002,15.000000000100044
San José State,-12.51777778699646,95,2002.015,346,2002,15.000000000100044
South Carolina,1.3187732739253653,60,2002.015,346,2002,15.000000000100044
South Florida,7.218658646297536,37,2002.015,346,2002,15.000000000100044
Southern Miss,-0.7435111559866616,65,2002.015,346,2002,15.000000000100044
Stanford,-2.871371915638953,72,2002.015,346,2002,15.000000000100044
Syracuse,-0.1393680132349057,64,2002.015,346,2002,15.000000000100044
TCU,3.670123755061695,48,2002.015,346,2002,15.000000000100044
Temple,-3.1718347870405665,73,2002.015,346,2002,15.000000000100044
Tennessee,12.569189273255468,22,2002.015,346,2002,15.000000000100044
Texas,19.53539129734325,6,2002.015,346,2002,15.000000000100044
Texas A&M,5.709339323899403,40,2002.015,346,2002,15.000000000100044
Texas Tech,8.963393271627783,32,2002.015,346,2002,15.000000000100044
Toledo,4.740669110596496,44,2002.015,346,2002,15.000000000100044
Troy,-14.597679684955336,101,2002.015,346,2002,15.000000000100044
Tulane,-0.9760214200403096,66,2002.015,346,2002,15.000000000100044
Tulsa,-24.42366532952976,113,2002.015,346,2002,15.000000000100044
UAB,-10.338214172403184,91,2002.015,346,2002,15.000000000100044
UCF,0.026437796010196,63,2002.015,346,2002,15.000000000100044
UCLA,14.80538971595117,15,2002.015,346,2002,15.000000000100044
UConn,1.981213165659593,55,2002.015,346,2002,15.000000000100044
UL Monroe,-18.062778870419606,106,2002.015,346,2002,15.000000000100044
UNLV,-7.238280481429695,79,2002.015,346,2002,15.000000000100044
USC,29.953755990250247,1,2002.015,346,2002,15.000000000100044
UTEP,-27.88963772760157,115,2002.015,346,2002,15.000000000100044
Utah,-1.997920126075381,69,2002.015,346,2002,15.000000000100044
Utah State,-14.349228872214985,100,2002.015,346,2002,15.000000000100044
Vanderbilt,-7.720836677665588,81,2002.015,346,2002,15.000000000100044
Virginia,8.193988513084197,36,2002.015,346,2002,15.000000000100044
Virginia Tech,11.2560697761739,30,2002.015,346,2002,15.000000000100044
Wake Forest,1.5032556312210903,58,2002.015,346,2002,15.000000000100044
Washington,13.00015489583052,20,2002.015,346,2002,15.000000000100044
Washington State,16.770920227093253,12,2002.015,346,2002,15.000000000100044
West Virginia,14.24131405034758,18,2002.015,346,2002,15.000000000100044
Western Michigan,-9.924724105034583,88,2002.015,346,2002,15.000000000100044
Wisconsin,5.671298390215794,41,2002.015,346,2002,15.000000000100044
Wyoming,-11.913167879835356,94,2002.015,346,2002,15.000000000100044
Air Force,2.8958855229183933,52,2002.016,347,2002,16.000000000076398
Akron,-11.076139872090524,92,2002.016,347,2002,16.000000000076398
Alabama,18.44147008914163,10,2002.016,347,2002,16.000000000076398
Arizona,-1.723971730516911,68,2002.016,347,2002,16.000000000076398
Arizona State,9.49187529677316,32,2002.016,347,2002,16.000000000076398
Arkansas,9.532661739837724,31,2002.016,347,2002,16.000000000076398
Arkansas State,-15.432873663351849,104,2002.016,347,2002,16.000000000076398
Army,-27.85246553013437,114,2002.016,347,2002,16.000000000076398
Auburn,14.788961910787071,15,2002.016,347,2002,16.000000000076398
BYU,-9.99708712020228,89,2002.016,347,2002,16.000000000076398
Ball State,-9.95969990569817,88,2002.016,347,2002,16.000000000076398
Baylor,-21.87271583150512,110,2002.016,347,2002,16.000000000076398
Boise State,17.29783904238435,11,2002.016,347,2002,16.000000000076398
Boston College,12.707703874785478,22,2002.016,347,2002,16.000000000076398
Bowling Green,1.6953217308767774,56,2002.016,347,2002,16.000000000076398
Buffalo,-25.4478867332162,113,2002.016,347,2002,16.000000000076398
California,13.223305165099044,19,2002.016,347,2002,16.000000000076398
Central Michigan,-20.02037421001036,108,2002.016,347,2002,16.000000000076398
Cincinnati,5.339123429451407,42,2002.016,347,2002,16.000000000076398
Clemson,3.489771821863691,50,2002.016,347,2002,16.000000000076398
Colorado,12.75703776202368,21,2002.016,347,2002,16.000000000076398
Colorado State,7.010328371177181,37,2002.016,347,2002,16.000000000076398
Duke,-8.679766697893003,83,2002.016,347,2002,16.000000000076398
East Carolina,-8.37438899294246,82,2002.016,347,2002,16.000000000076398
Eastern Michigan,-29.72398436705195,117,2002.016,347,2002,16.000000000076398
Florida,11.927129792729549,28,2002.016,347,2002,16.000000000076398
Florida State,16.525909996728544,13,2002.016,347,2002,16.000000000076398
Fresno State,-3.97711783883139,74,2002.016,347,2002,16.000000000076398
Georgia,22.91332029024156,5,2002.016,347,2002,16.000000000076398
Georgia Tech,3.950755091027233,47,2002.016,347,2002,16.000000000076398
Hawai'i,0.2944599583401412,62,2002.016,347,2002,16.000000000076398
Houston,-10.524616625653286,91,2002.016,347,2002,16.000000000076398
Idaho,-13.783878436336485,97,2002.016,347,2002,16.000000000076398
Illinois,3.785142571121277,48,2002.016,347,2002,16.000000000076398
Indiana,-14.927065957591688,102,2002.016,347,2002,16.000000000076398
Iowa,19.67976230816222,7,2002.016,347,2002,16.000000000076398
Iowa State,3.6923345487762607,49,2002.016,347,2002,16.000000000076398
Kansas,-21.38727912307927,109,2002.016,347,2002,16.000000000076398
Kansas State,28.235021694109992,2,2002.016,347,2002,16.000000000076398
Kent State,-28.38434396302346,116,2002.016,347,2002,16.000000000076398
Kentucky,4.558825853623335,44,2002.016,347,2002,16.000000000076398
LSU,10.401883882658831,30,2002.016,347,2002,16.000000000076398
Louisiana,-16.849529634660225,106,2002.016,347,2002,16.000000000076398
Louisiana Tech,-16.599398695183336,105,2002.016,347,2002,16.000000000076398
Louisville,0.4415017217763175,61,2002.016,347,2002,16.000000000076398
Marshall,-1.2283738619546227,65,2002.016,347,2002,16.000000000076398
Maryland,13.897690464650124,17,2002.016,347,2002,16.000000000076398
Memphis,-9.389335933324146,86,2002.016,347,2002,16.000000000076398
Miami,27.96267356717544,3,2002.016,347,2002,16.000000000076398
Miami (OH),0.8077652772589108,59,2002.016,347,2002,16.000000000076398
Michigan,12.916097104563146,20,2002.016,347,2002,16.000000000076398
Michigan State,-6.5080814307062695,75,2002.016,347,2002,16.000000000076398
Middle Tennessee,-7.20320226816906,80,2002.016,347,2002,16.000000000076398
Minnesota,-1.380229730137886,66,2002.016,347,2002,16.000000000076398
Mississippi State,-6.947417033836487,77,2002.016,347,2002,16.000000000076398
Missouri,2.443977310052373,53,2002.016,347,2002,16.000000000076398
NC State,12.688702725732448,23,2002.016,347,2002,16.000000000076398
Navy,-14.053707707768012,99,2002.016,347,2002,16.000000000076398
Nebraska,5.098063364535656,43,2002.016,347,2002,16.000000000076398
Nevada,-10.409698175985964,90,2002.016,347,2002,16.000000000076398
New Mexico,-2.1071383646425623,70,2002.016,347,2002,16.000000000076398
New Mexico State,-6.902374586494644,76,2002.016,347,2002,16.000000000076398
North Carolina,-9.282523820768148,85,2002.016,347,2002,16.000000000076398
North Texas,0.7570103659812681,60,2002.016,347,2002,16.000000000076398
Northern Illinois,1.5906391732913894,57,2002.016,347,2002,16.000000000076398
Northwestern,-14.354088962839572,100,2002.016,347,2002,16.000000000076398
Notre Dame,12.45314574636152,25,2002.016,347,2002,16.000000000076398
Ohio,-8.820775873039533,84,2002.016,347,2002,16.000000000076398
Ohio State,16.248194573639537,14,2002.016,347,2002,16.000000000076398
Oklahoma,23.80725310790688,4,2002.016,347,2002,16.000000000076398
Oklahoma State,8.132143997619009,36,2002.016,347,2002,16.000000000076398
Ole Miss,4.1184216835196885,46,2002.016,347,2002,16.000000000076398
Oregon,8.80678266674132,35,2002.016,347,2002,16.000000000076398
Oregon State,17.296338586851515,12,2002.016,347,2002,16.000000000076398
Penn State,19.31063883236035,9,2002.016,347,2002,16.000000000076398
Pittsburgh,11.559829457256008,29,2002.016,347,2002,16.000000000076398
Purdue,6.286272041030963,39,2002.016,347,2002,16.000000000076398
Rice,-13.75591315041122,96,2002.016,347,2002,16.000000000076398
Rutgers,-14.363320094444564,101,2002.016,347,2002,16.000000000076398
SMU,-22.619180300573724,111,2002.016,347,2002,16.000000000076398
San Diego State,-6.966044811685269,78,2002.016,347,2002,16.000000000076398
San José State,-12.431266255039626,95,2002.016,347,2002,16.000000000076398
South Carolina,0.9141604127043266,58,2002.016,347,2002,16.000000000076398
South Florida,6.342528951973446,38,2002.016,347,2002,16.000000000076398
Southern Miss,-2.569005740237036,71,2002.016,347,2002,16.000000000076398
Stanford,-2.804132808118692,72,2002.016,347,2002,16.000000000076398
Syracuse,-0.221858374404678,64,2002.016,347,2002,16.000000000076398
TCU,2.207590851341302,55,2002.016,347,2002,16.000000000076398
Temple,-3.3895353212817585,73,2002.016,347,2002,16.000000000076398
Tennessee,12.240678957354554,26,2002.016,347,2002,16.000000000076398
Texas,19.45838191104264,8,2002.016,347,2002,16.000000000076398
Texas A&M,5.4423609875728856,41,2002.016,347,2002,16.000000000076398
Texas Tech,9.04145225422923,33,2002.016,347,2002,16.000000000076398
Toledo,4.274392497336221,45,2002.016,347,2002,16.000000000076398
Troy,-15.259945809942137,103,2002.016,347,2002,16.000000000076398
Tulane,-1.7193424194485454,67,2002.016,347,2002,16.000000000076398
Tulsa,-24.28089666143408,112,2002.016,347,2002,16.000000000076398
UAB,-11.836803777139156,94,2002.016,347,2002,16.000000000076398
UCF,0.1988042599029018,63,2002.016,347,2002,16.000000000076398
UCLA,12.56769080716654,24,2002.016,347,2002,16.000000000076398
UConn,3.246447920699757,51,2002.016,347,2002,16.000000000076398
UL Monroe,-17.959104949748014,107,2002.016,347,2002,16.000000000076398
UNLV,-7.106668415193816,79,2002.016,347,2002,16.000000000076398
USC,30.36380462856141,1,2002.016,347,2002,16.000000000076398
UTEP,-28.26108479664541,115,2002.016,347,2002,16.000000000076398
Utah,-1.913122336933864,69,2002.016,347,2002,16.000000000076398
Utah State,-14.042511100807133,98,2002.016,347,2002,16.000000000076398
Vanderbilt,-7.309400399666804,81,2002.016,347,2002,16.000000000076398
Virginia,8.851923461597007,34,2002.016,347,2002,16.000000000076398
Virginia Tech,12.17005352531696,27,2002.016,347,2002,16.000000000076398
Wake Forest,2.3308384049209785,54,2002.016,347,2002,16.000000000076398
Washington,13.659248625913024,18,2002.016,347,2002,16.000000000076398
Washington State,20.139304644101,6,2002.016,347,2002,16.000000000076398
West Virginia,14.52549327709598,16,2002.016,347,2002,16.000000000076398
Western Michigan,-9.841342199977332,87,2002.016,347,2002,16.000000000076398
Wisconsin,5.979446367325597,40,2002.016,347,2002,16.000000000076398
Wyoming,-11.381563857326151,93,2002.016,347,2002,16.000000000076398
Air Force,2.1882385435110905,56,2002.101,348,2002,101.00000000011278
Akron,-9.263766815591934,87,2002.101,348,2002,101.00000000011278
Alabama,17.82594266130796,11,2002.101,348,2002,101.00000000011278
Arizona,-4.321645206440811,73,2002.101,348,2002,101.00000000011278
Arizona State,8.900112133148479,32,2002.101,348,2002,101.00000000011278
Arkansas,6.366786571371824,38,2002.101,348,2002,101.00000000011278
Arkansas State,-14.874727032422689,102,2002.101,348,2002,101.00000000011278
Army,-27.79171799755902,115,2002.101,348,2002,101.00000000011278
Auburn,15.623291393725944,16,2002.101,348,2002,101.00000000011278
BYU,-11.20143767565614,92,2002.101,348,2002,101.00000000011278
Ball State,-9.325915084366748,88,2002.101,348,2002,101.00000000011278
Baylor,-21.01216874687357,109,2002.101,348,2002,101.00000000011278
Boise State,18.127409854428603,10,2002.101,348,2002,101.00000000011278
Boston College,14.256644018605078,18,2002.101,348,2002,101.00000000011278
Bowling Green,1.7397671925258869,60,2002.101,348,2002,101.00000000011278
Buffalo,-24.369196249549507,113,2002.101,348,2002,101.00000000011278
California,11.116992198648024,26,2002.101,348,2002,101.00000000011278
Central Michigan,-19.59444917250117,108,2002.101,348,2002,101.00000000011278
Cincinnati,4.252182661761631,45,2002.101,348,2002,101.00000000011278
Clemson,0.8374301622043738,62,2002.101,348,2002,101.00000000011278
Colorado,12.278409186068284,22,2002.101,348,2002,101.00000000011278
Colorado State,4.155775590910391,46,2002.101,348,2002,101.00000000011278
Duke,-7.426689721086218,78,2002.101,348,2002,101.00000000011278
East Carolina,-8.506529493335723,85,2002.101,348,2002,101.00000000011278
Eastern Michigan,-28.9663958632394,117,2002.101,348,2002,101.00000000011278
Florida,10.469842010095626,28,2002.101,348,2002,101.00000000011278
Florida State,15.89962843661027,15,2002.101,348,2002,101.00000000011278
Fresno State,-2.750264288552305,69,2002.101,348,2002,101.00000000011278
Georgia,22.85942121143062,5,2002.101,348,2002,101.00000000011278
Georgia Tech,2.8737799282180703,54,2002.101,348,2002,101.00000000011278
Hawai'i,-0.903082740861052,66,2002.101,348,2002,101.00000000011278
Houston,-10.809526867273547,91,2002.101,348,2002,101.00000000011278
Idaho,-14.469264236514944,101,2002.101,348,2002,101.00000000011278
Illinois,5.975942361989393,41,2002.101,348,2002,101.00000000011278
Indiana,-13.918482964131936,99,2002.101,348,2002,101.00000000011278
Iowa,20.12560922930486,8,2002.101,348,2002,101.00000000011278
Iowa State,3.328752496731874,49,2002.101,348,2002,101.00000000011278
Kansas,-21.52461172820581,110,2002.101,348,2002,101.00000000011278
Kansas State,27.03313386122148,2,2002.101,348,2002,101.00000000011278
Kent State,-27.6461747087709,114,2002.101,348,2002,101.00000000011278
Kentucky,3.169654948832436,51,2002.101,348,2002,101.00000000011278
LSU,8.842224756371223,33,2002.101,348,2002,101.00000000011278
Louisiana,-16.940146080942945,106,2002.101,348,2002,101.00000000011278
Louisiana Tech,-16.508690598556093,105,2002.101,348,2002,101.00000000011278
Louisville,-2.6297184240357474,68,2002.101,348,2002,101.00000000011278
Marshall,1.8320246345727127,58,2002.101,348,2002,101.00000000011278
Maryland,17.65734639760989,12,2002.101,348,2002,101.00000000011278
Memphis,-9.539126061027543,89,2002.101,348,2002,101.00000000011278
Miami,25.32546677476301,4,2002.101,348,2002,101.00000000011278
Miami (OH),1.7754728854870514,59,2002.101,348,2002,101.00000000011278
Michigan,15.122422599676286,17,2002.101,348,2002,101.00000000011278
Michigan State,-5.634524647120389,74,2002.101,348,2002,101.00000000011278
Middle Tennessee,-7.416004152946167,77,2002.101,348,2002,101.00000000011278
Minnesota,3.01684290363424,53,2002.101,348,2002,101.00000000011278
Mississippi State,-8.385507819277406,84,2002.101,348,2002,101.00000000011278
Missouri,3.0289445714968206,52,2002.101,348,2002,101.00000000011278
NC State,16.61331871458722,13,2002.101,348,2002,101.00000000011278
Navy,-12.745075616388297,97,2002.101,348,2002,101.00000000011278
Nebraska,4.487614372547231,42,2002.101,348,2002,101.00000000011278
Nevada,-10.69637436155935,90,2002.101,348,2002,101.00000000011278
New Mexico,-2.927607756695579,70,2002.101,348,2002,101.00000000011278
New Mexico State,-6.760387155384142,76,2002.101,348,2002,101.00000000011278
North Carolina,-8.294376907097892,83,2002.101,348,2002,101.00000000011278
