name,wins,losses,ties,record,ranking_id,season_week,season
Penn State,10,1,0,10-1,14,1982.014,1982
Pittsburgh,9,2,0,9-2,14,1982.014,1982
Purdue,3,8,0,3-8,14,1982.014,1982
Rice,0,11,0,0-11,14,1982.014,1982
Richmond,0,9,0,0-9,14,1982.014,1982
Rutgers,4,6,0,4-6,14,1982.014,1982
SMU,10,0,1,10-0-1,14,1982.014,1982
San Diego State,7,5,0,7-5,14,1982.014,1982
San José State,7,3,0,7-3,14,1982.014,1982
South Carolina,4,6,0,4-6,14,1982.014,1982
Southern Illinois,4,3,0,4-3,14,1982.014,1982
Southern Miss,6,3,0,6-3,14,1982.014,1982
Stanford,5,6,0,5-6,14,1982.014,1982
Syracuse,1,9,0,1-9,14,1982.014,1982
TCU,3,8,0,3-8,14,1982.014,1982
Temple,3,6,0,3-6,14,1982.014,1982
Tennessee,6,4,1,6-4-1,14,1982.014,1982
Texas,9,2,0,9-2,14,1982.014,1982
Texas A&M,3,6,0,3-6,14,1982.014,1982
Texas Tech,4,7,0,4-7,14,1982.014,1982
Toledo,5,5,0,5-5,14,1982.014,1982
Tulane,4,7,0,4-7,14,1982.014,1982
Tulsa,10,1,0,10-1,14,1982.014,1982
UCLA,9,1,1,9-1-1,14,1982.014,1982
UNLV,3,8,0,3-8,14,1982.014,1982
USC,8,3,0,8-3,14,1982.014,1982
UTEP,2,10,0,2-10,14,1982.014,1982
Utah,4,6,0,4-6,14,1982.014,1982
Utah State,3,5,0,3-5,14,1982.014,1982
Vanderbilt,7,3,0,7-3,14,1982.014,1982
Virginia,1,8,0,1-8,14,1982.014,1982
Virginia Tech,5,4,0,5-4,14,1982.014,1982
Wake Forest,1,8,0,1-8,14,1982.014,1982
Washington,9,2,0,9-2,14,1982.014,1982
Washington State,2,7,1,2-7-1,14,1982.014,1982
West Texas A&M,2,6,0,2-6,14,1982.014,1982
West Virginia,9,2,0,9-2,14,1982.014,1982
Western Michigan,5,2,2,5-2-2,14,1982.014,1982
Wichita State,6,3,0,6-3,14,1982.014,1982
William & Mary,1,5,0,1-5,14,1982.014,1982
Wisconsin,6,5,0,6-5,14,1982.014,1982
Wyoming,5,7,0,5-7,14,1982.014,1982
Air Force,7,5,0,7-5,15,1982.101,1982
Alabama,6,4,0,6-4,15,1982.101,1982
Arizona,6,4,1,6-4-1,15,1982.101,1982
Arizona State,9,2,0,9-2,15,1982.101,1982
Arkansas,8,2,1,8-2-1,15,1982.101,1982
Army,0,7,0,0-7,15,1982.101,1982
Auburn,8,3,0,8-3,15,1982.101,1982
BYU,8,3,0,8-3,15,1982.101,1982
Ball State,5,6,0,5-6,15,1982.101,1982
Baylor,4,6,1,4-6-1,15,1982.101,1982
Boston College,6,2,1,6-2-1,15,1982.101,1982
Bowling Green,7,4,0,7-4,15,1982.101,1982
Cal State Fullerton,1,7,0,1-7,15,1982.101,1982
California,7,4,0,7-4,15,1982.101,1982
Central Michigan,6,4,1,6-4-1,15,1982.101,1982
Cincinnati,4,5,0,4-5,15,1982.101,1982
Clemson,8,1,1,8-1-1,15,1982.101,1982
Colorado,2,8,1,2-8-1,15,1982.101,1982
Colorado State,4,7,0,4-7,15,1982.101,1982
Drake,2,5,0,2-5,15,1982.101,1982
Duke,6,5,0,6-5,15,1982.101,1982
East Carolina,5,4,0,5-4,15,1982.101,1982
Eastern Michigan,1,7,1,1-7-1,15,1982.101,1982
Florida,8,3,0,8-3,15,1982.101,1982
Florida State,8,3,0,8-3,15,1982.101,1982
Fresno State,7,0,0,7-0,15,1982.101,1982
Georgia,11,0,0,11-0,15,1982.101,1982
Georgia Tech,5,5,0,5-5,15,1982.101,1982
Hawai'i,5,5,0,5-5,15,1982.101,1982
Houston,4,5,1,4-5-1,15,1982.101,1982
Illinois,7,4,0,7-4,15,1982.101,1982
Illinois State,0,7,0,0-7,15,1982.101,1982
Indiana,5,6,0,5-6,15,1982.101,1982
Indiana State,4,5,0,4-5,15,1982.101,1982
Iowa,7,4,0,7-4,15,1982.101,1982
Iowa State,4,6,1,4-6-1,15,1982.101,1982
Kansas,2,7,2,2-7-2,15,1982.101,1982
Kansas State,5,5,1,5-5-1,15,1982.101,1982
Kent State,0,10,0,0-10,15,1982.101,1982
Kentucky,0,10,1,0-10-1,15,1982.101,1982
LSU,8,2,1,8-2-1,15,1982.101,1982
Long Beach State,6,5,0,6-5,15,1982.101,1982
Louisiana,4,1,0,4-1,15,1982.101,1982
Louisville,4,6,0,4-6,15,1982.101,1982
Maryland,8,3,0,8-3,15,1982.101,1982
Memphis,0,10,0,0-10,15,1982.101,1982
Miami,7,4,0,7-4,15,1982.101,1982
Miami (OH),7,4,0,7-4,15,1982.101,1982
Michigan,8,3,0,8-3,15,1982.101,1982
Michigan State,2,9,0,2-9,15,1982.101,1982
Minnesota,3,8,0,3-8,15,1982.101,1982
Mississippi State,4,6,0,4-6,15,1982.101,1982
Missouri,5,4,2,5-4-2,15,1982.101,1982
NC State,5,5,0,5-5,15,1982.101,1982
Navy,5,5,0,5-5,15,1982.101,1982
Nebraska,11,1,0,11-1,15,1982.101,1982
New Mexico,10,1,0,10-1,15,1982.101,1982
New Mexico State,2,8,0,2-8,15,1982.101,1982
North Carolina,7,4,0,7-4,15,1982.101,1982
North Texas,1,8,0,1-8,15,1982.101,1982
Northern Illinois,5,5,0,5-5,15,1982.101,1982
Northwestern,3,8,0,3-8,15,1982.101,1982
Notre Dame,6,4,1,6-4-1,15,1982.101,1982
Ohio,6,5,0,6-5,15,1982.101,1982
Ohio State,8,3,0,8-3,15,1982.101,1982
Oklahoma,8,3,0,8-3,15,1982.101,1982
Oklahoma State,4,5,2,4-5-2,15,1982.101,1982
Ole Miss,4,7,0,4-7,15,1982.101,1982
Oregon,2,8,1,2-8-1,15,1982.101,1982
Oregon State,0,9,1,0-9-1,15,1982.101,1982
Pacific,2,6,0,2-6,15,1982.101,1982
Penn State,10,1,0,10-1,15,1982.101,1982
Pittsburgh,9,2,0,9-2,15,1982.101,1982
Purdue,3,8,0,3-8,15,1982.101,1982
Rice,0,11,0,0-11,15,1982.101,1982
Richmond,0,9,0,0-9,15,1982.101,1982
Rutgers,4,6,0,4-6,15,1982.101,1982
SMU,10,0,1,10-0-1,15,1982.101,1982
San Diego State,7,5,0,7-5,15,1982.101,1982
San José State,7,3,0,7-3,15,1982.101,1982
South Carolina,4,6,0,4-6,15,1982.101,1982
Southern Illinois,4,3,0,4-3,15,1982.101,1982
Southern Miss,6,3,0,6-3,15,1982.101,1982
Stanford,5,6,0,5-6,15,1982.101,1982
Syracuse,1,9,0,1-9,15,1982.101,1982
TCU,3,8,0,3-8,15,1982.101,1982
Temple,3,6,0,3-6,15,1982.101,1982
Tennessee,6,4,1,6-4-1,15,1982.101,1982
Texas,9,2,0,9-2,15,1982.101,1982
Texas A&M,3,6,0,3-6,15,1982.101,1982
Texas Tech,4,7,0,4-7,15,1982.101,1982
Toledo,5,5,0,5-5,15,1982.101,1982
Tulane,4,7,0,4-7,15,1982.101,1982
Tulsa,10,1,0,10-1,15,1982.101,1982
UCLA,9,1,1,9-1-1,15,1982.101,1982
UNLV,3,8,0,3-8,15,1982.101,1982
USC,8,3,0,8-3,15,1982.101,1982
UTEP,2,10,0,2-10,15,1982.101,1982
Utah,4,6,0,4-6,15,1982.101,1982
Utah State,3,5,0,3-5,15,1982.101,1982
Vanderbilt,7,3,0,7-3,15,1982.101,1982
Virginia,1,8,0,1-8,15,1982.101,1982
Virginia Tech,5,4,0,5-4,15,1982.101,1982
Wake Forest,1,8,0,1-8,15,1982.101,1982
Washington,9,2,0,9-2,15,1982.101,1982
Washington State,2,7,1,2-7-1,15,1982.101,1982
West Texas A&M,2,6,0,2-6,15,1982.101,1982
West Virginia,9,2,0,9-2,15,1982.101,1982
Western Michigan,5,2,2,5-2-2,15,1982.101,1982
Wichita State,6,3,0,6-3,15,1982.101,1982
William & Mary,1,5,0,1-5,15,1982.101,1982
Wisconsin,7,5,0,7-5,15,1982.101,1982
Wyoming,5,7,0,5-7,15,1982.101,1982
Air Force,7,5,0,7-5,16,1982.102,1982
Alabama,6,4,0,6-4,16,1982.102,1982
Arizona,6,4,1,6-4-1,16,1982.102,1982
Arizona State,9,2,0,9-2,16,1982.102,1982
Arkansas,8,2,1,8-2-1,16,1982.102,1982
Army,0,7,0,0-7,16,1982.102,1982
Auburn,9,3,0,9-3,16,1982.102,1982
BYU,8,4,0,8-4,16,1982.102,1982
Ball State,5,6,0,5-6,16,1982.102,1982
Baylor,4,6,1,4-6-1,16,1982.102,1982
Boston College,6,3,1,6-3-1,16,1982.102,1982
Bowling Green,7,5,0,7-5,16,1982.102,1982
Cal State Fullerton,1,7,0,1-7,16,1982.102,1982
California,7,4,0,7-4,16,1982.102,1982
Central Michigan,6,4,1,6-4-1,16,1982.102,1982
Cincinnati,4,5,0,4-5,16,1982.102,1982
Clemson,8,1,1,8-1-1,16,1982.102,1982
Colorado,2,8,1,2-8-1,16,1982.102,1982
Colorado State,4,7,0,4-7,16,1982.102,1982
Drake,2,5,0,2-5,16,1982.102,1982
Duke,6,5,0,6-5,16,1982.102,1982
East Carolina,5,4,0,5-4,16,1982.102,1982
Eastern Michigan,1,7,1,1-7-1,16,1982.102,1982
Florida,8,3,0,8-3,16,1982.102,1982
Florida State,8,3,0,8-3,16,1982.102,1982
Fresno State,8,0,0,8-0,16,1982.102,1982
Georgia,11,0,0,11-0,16,1982.102,1982
Georgia Tech,5,5,0,5-5,16,1982.102,1982
Hawai'i,5,5,0,5-5,16,1982.102,1982
Houston,4,5,1,4-5-1,16,1982.102,1982
Illinois,7,4,0,7-4,16,1982.102,1982
Illinois State,0,7,0,0-7,16,1982.102,1982
Indiana,5,6,0,5-6,16,1982.102,1982
Indiana State,4,5,0,4-5,16,1982.102,1982
Iowa,7,4,0,7-4,16,1982.102,1982
Iowa State,4,6,1,4-6-1,16,1982.102,1982
Kansas,2,7,2,2-7-2,16,1982.102,1982
Kansas State,5,5,1,5-5-1,16,1982.102,1982
Kent State,0,10,0,0-10,16,1982.102,1982
Kentucky,0,10,1,0-10-1,16,1982.102,1982
LSU,8,2,1,8-2-1,16,1982.102,1982
Long Beach State,6,5,0,6-5,16,1982.102,1982
Louisiana,4,1,0,4-1,16,1982.102,1982
Louisville,4,6,0,4-6,16,1982.102,1982
Maryland,8,3,0,8-3,16,1982.102,1982
Memphis,0,10,0,0-10,16,1982.102,1982
Miami,7,4,0,7-4,16,1982.102,1982
Miami (OH),7,4,0,7-4,16,1982.102,1982
Michigan,8,3,0,8-3,16,1982.102,1982
Michigan State,2,9,0,2-9,16,1982.102,1982
Minnesota,3,8,0,3-8,16,1982.102,1982
Mississippi State,4,6,0,4-6,16,1982.102,1982
Missouri,5,4,2,5-4-2,16,1982.102,1982
NC State,5,5,0,5-5,16,1982.102,1982
Navy,5,5,0,5-5,16,1982.102,1982
Nebraska,11,1,0,11-1,16,1982.102,1982
New Mexico,10,1,0,10-1,16,1982.102,1982
New Mexico State,2,8,0,2-8,16,1982.102,1982
North Carolina,7,4,0,7-4,16,1982.102,1982
North Texas,1,8,0,1-8,16,1982.102,1982
Northern Illinois,5,5,0,5-5,16,1982.102,1982
Northwestern,3,8,0,3-8,16,1982.102,1982
Notre Dame,6,4,1,6-4-1,16,1982.102,1982
Ohio,6,5,0,6-5,16,1982.102,1982
Ohio State,9,3,0,9-3,16,1982.102,1982
Oklahoma,8,3,0,8-3,16,1982.102,1982
Oklahoma State,4,5,2,4-5-2,16,1982.102,1982
Ole Miss,4,7,0,4-7,16,1982.102,1982
Oregon,2,8,1,2-8-1,16,1982.102,1982
Oregon State,0,9,1,0-9-1,16,1982.102,1982
Pacific,2,6,0,2-6,16,1982.102,1982
Penn State,10,1,0,10-1,16,1982.102,1982
Pittsburgh,9,2,0,9-2,16,1982.102,1982
Purdue,3,8,0,3-8,16,1982.102,1982
Rice,0,11,0,0-11,16,1982.102,1982
Richmond,0,9,0,0-9,16,1982.102,1982
Rutgers,4,6,0,4-6,16,1982.102,1982
SMU,10,0,1,10-0-1,16,1982.102,1982
San Diego State,7,5,0,7-5,16,1982.102,1982
San José State,7,3,0,7-3,16,1982.102,1982
South Carolina,4,6,0,4-6,16,1982.102,1982
Southern Illinois,4,3,0,4-3,16,1982.102,1982
Southern Miss,6,3,0,6-3,16,1982.102,1982
Stanford,5,6,0,5-6,16,1982.102,1982
Syracuse,1,9,0,1-9,16,1982.102,1982
TCU,3,8,0,3-8,16,1982.102,1982
Temple,3,6,0,3-6,16,1982.102,1982
Tennessee,6,4,1,6-4-1,16,1982.102,1982
Texas,9,2,0,9-2,16,1982.102,1982
Texas A&M,3,6,0,3-6,16,1982.102,1982
Texas Tech,4,7,0,4-7,16,1982.102,1982
Toledo,5,5,0,5-5,16,1982.102,1982
Tulane,4,7,0,4-7,16,1982.102,1982
Tulsa,10,1,0,10-1,16,1982.102,1982
UCLA,9,1,1,9-1-1,16,1982.102,1982
UNLV,3,8,0,3-8,16,1982.102,1982
USC,8,3,0,8-3,16,1982.102,1982
UTEP,2,10,0,2-10,16,1982.102,1982
Utah,4,6,0,4-6,16,1982.102,1982
Utah State,3,5,0,3-5,16,1982.102,1982
Vanderbilt,7,3,0,7-3,16,1982.102,1982
Virginia,1,8,0,1-8,16,1982.102,1982
Virginia Tech,5,4,0,5-4,16,1982.102,1982
Wake Forest,1,8,0,1-8,16,1982.102,1982
Washington,9,2,0,9-2,16,1982.102,1982
Washington State,2,7,1,2-7-1,16,1982.102,1982
West Texas A&M,2,6,0,2-6,16,1982.102,1982
West Virginia,9,2,0,9-2,16,1982.102,1982
Western Michigan,5,2,2,5-2-2,16,1982.102,1982
Wichita State,6,3,0,6-3,16,1982.102,1982
William & Mary,1,5,0,1-5,16,1982.102,1982
Wisconsin,7,5,0,7-5,16,1982.102,1982
Wyoming,5,7,0,5-7,16,1982.102,1982
Air Force,7,5,0,7-5,17,1982.103,1982
Alabama,6,4,0,6-4,17,1982.103,1982
Arizona,6,4,1,6-4-1,17,1982.103,1982
Arizona State,9,2,0,9-2,17,1982.103,1982
Arkansas,8,2,1,8-2-1,17,1982.103,1982
Army,0,7,0,0-7,17,1982.103,1982
Auburn,9,3,0,9-3,17,1982.103,1982
BYU,8,4,0,8-4,17,1982.103,1982
Ball State,5,6,0,5-6,17,1982.103,1982
Baylor,4,6,1,4-6-1,17,1982.103,1982
Boston College,6,3,1,6-3-1,17,1982.103,1982
Bowling Green,7,5,0,7-5,17,1982.103,1982
Cal State Fullerton,1,7,0,1-7,17,1982.103,1982
California,7,4,0,7-4,17,1982.103,1982
Central Michigan,6,4,1,6-4-1,17,1982.103,1982
Cincinnati,4,5,0,4-5,17,1982.103,1982
Clemson,8,1,1,8-1-1,17,1982.103,1982
Colorado,2,8,1,2-8-1,17,1982.103,1982
Colorado State,4,7,0,4-7,17,1982.103,1982
Drake,2,5,0,2-5,17,1982.103,1982
Duke,6,5,0,6-5,17,1982.103,1982
East Carolina,5,4,0,5-4,17,1982.103,1982
Eastern Michigan,1,7,1,1-7-1,17,1982.103,1982
Florida,8,3,0,8-3,17,1982.103,1982
Florida State,8,3,0,8-3,17,1982.103,1982
Fresno State,8,0,0,8-0,17,1982.103,1982
Georgia,11,0,0,11-0,17,1982.103,1982
Georgia Tech,5,5,0,5-5,17,1982.103,1982
Hawai'i,5,5,0,5-5,17,1982.103,1982
Houston,4,5,1,4-5-1,17,1982.103,1982
Illinois,7,4,0,7-4,17,1982.103,1982
Illinois State,0,7,0,0-7,17,1982.103,1982
Indiana,5,6,0,5-6,17,1982.103,1982
Indiana State,4,5,0,4-5,17,1982.103,1982
Iowa,7,4,0,7-4,17,1982.103,1982
Iowa State,4,6,1,4-6-1,17,1982.103,1982
Kansas,2,7,2,2-7-2,17,1982.103,1982
Kansas State,5,5,1,5-5-1,17,1982.103,1982
Kent State,0,10,0,0-10,17,1982.103,1982
Kentucky,0,10,1,0-10-1,17,1982.103,1982
LSU,8,2,1,8-2-1,17,1982.103,1982
Long Beach State,6,5,0,6-5,17,1982.103,1982
Louisiana,4,1,0,4-1,17,1982.103,1982
Louisville,4,6,0,4-6,17,1982.103,1982
Maryland,8,4,0,8-4,17,1982.103,1982
Memphis,0,10,0,0-10,17,1982.103,1982
Miami,7,4,0,7-4,17,1982.103,1982
Miami (OH),7,4,0,7-4,17,1982.103,1982
Michigan,8,3,0,8-3,17,1982.103,1982
Michigan State,2,9,0,2-9,17,1982.103,1982
Minnesota,3,8,0,3-8,17,1982.103,1982
Mississippi State,4,6,0,4-6,17,1982.103,1982
Missouri,5,4,2,5-4-2,17,1982.103,1982
NC State,5,5,0,5-5,17,1982.103,1982
Navy,5,5,0,5-5,17,1982.103,1982
Nebraska,11,1,0,11-1,17,1982.103,1982
New Mexico,10,1,0,10-1,17,1982.103,1982
New Mexico State,2,8,0,2-8,17,1982.103,1982
North Carolina,8,4,0,8-4,17,1982.103,1982
North Texas,1,8,0,1-8,17,1982.103,1982
Northern Illinois,5,5,0,5-5,17,1982.103,1982
Northwestern,3,8,0,3-8,17,1982.103,1982
Notre Dame,6,4,1,6-4-1,17,1982.103,1982
Ohio,6,5,0,6-5,17,1982.103,1982
Ohio State,9,3,0,9-3,17,1982.103,1982
Oklahoma,8,3,0,8-3,17,1982.103,1982
Oklahoma State,4,5,2,4-5-2,17,1982.103,1982
Ole Miss,4,7,0,4-7,17,1982.103,1982
Oregon,2,8,1,2-8-1,17,1982.103,1982
Oregon State,0,9,1,0-9-1,17,1982.103,1982
Pacific,2,6,0,2-6,17,1982.103,1982
Penn State,10,1,0,10-1,17,1982.103,1982
Pittsburgh,9,2,0,9-2,17,1982.103,1982
Purdue,3,8,0,3-8,17,1982.103,1982
Rice,0,11,0,0-11,17,1982.103,1982
Richmond,0,9,0,0-9,17,1982.103,1982
Rutgers,4,6,0,4-6,17,1982.103,1982
SMU,10,0,1,10-0-1,17,1982.103,1982
San Diego State,7,5,0,7-5,17,1982.103,1982
San José State,7,3,0,7-3,17,1982.103,1982
South Carolina,4,6,0,4-6,17,1982.103,1982
Southern Illinois,4,3,0,4-3,17,1982.103,1982
Southern Miss,6,3,0,6-3,17,1982.103,1982
Stanford,5,6,0,5-6,17,1982.103,1982
Syracuse,1,9,0,1-9,17,1982.103,1982
TCU,3,8,0,3-8,17,1982.103,1982
Temple,3,6,0,3-6,17,1982.103,1982
Tennessee,6,4,1,6-4-1,17,1982.103,1982
Texas,9,3,0,9-3,17,1982.103,1982
Texas A&M,3,6,0,3-6,17,1982.103,1982
Texas Tech,4,7,0,4-7,17,1982.103,1982
Toledo,5,5,0,5-5,17,1982.103,1982
Tulane,4,7,0,4-7,17,1982.103,1982
Tulsa,10,1,0,10-1,17,1982.103,1982
UCLA,9,1,1,9-1-1,17,1982.103,1982
UNLV,3,8,0,3-8,17,1982.103,1982
USC,8,3,0,8-3,17,1982.103,1982
UTEP,2,10,0,2-10,17,1982.103,1982
Utah,4,6,0,4-6,17,1982.103,1982
Utah State,3,5,0,3-5,17,1982.103,1982
Vanderbilt,7,3,0,7-3,17,1982.103,1982
Virginia,1,8,0,1-8,17,1982.103,1982
Virginia Tech,5,4,0,5-4,17,1982.103,1982
Wake Forest,1,8,0,1-8,17,1982.103,1982
Washington,10,2,0,10-2,17,1982.103,1982
Washington State,2,7,1,2-7-1,17,1982.103,1982
West Texas A&M,2,6,0,2-6,17,1982.103,1982
West Virginia,9,2,0,9-2,17,1982.103,1982
Western Michigan,5,2,2,5-2-2,17,1982.103,1982
Wichita State,6,3,0,6-3,17,1982.103,1982
William & Mary,1,5,0,1-5,17,1982.103,1982
Wisconsin,7,5,0,7-5,17,1982.103,1982
Wyoming,5,7,0,5-7,17,1982.103,1982
Air Force,8,5,0,8-5,18,1982.104,1982
Alabama,7,4,0,7-4,18,1982.104,1982
Arizona,6,4,1,6-4-1,18,1982.104,1982
Arizona State,10,2,0,10-2,18,1982.104,1982
Arkansas,9,2,1,9-2-1,18,1982.104,1982
Army,0,7,0,0-7,18,1982.104,1982
Auburn,9,3,0,9-3,18,1982.104,1982
BYU,8,4,0,8-4,18,1982.104,1982
Ball State,5,6,0,5-6,18,1982.104,1982
Baylor,4,6,1,4-6-1,18,1982.104,1982
Boston College,6,3,1,6-3-1,18,1982.104,1982
Bowling Green,7,5,0,7-5,18,1982.104,1982
Cal State Fullerton,1,7,0,1-7,18,1982.104,1982
California,7,4,0,7-4,18,1982.104,1982
Central Michigan,6,4,1,6-4-1,18,1982.104,1982
Cincinnati,4,5,0,4-5,18,1982.104,1982
Clemson,8,1,1,8-1-1,18,1982.104,1982
Colorado,2,8,1,2-8-1,18,1982.104,1982
Colorado State,4,7,0,4-7,18,1982.104,1982
Drake,2,5,0,2-5,18,1982.104,1982
Duke,6,5,0,6-5,18,1982.104,1982
East Carolina,5,4,0,5-4,18,1982.104,1982
Eastern Michigan,1,7,1,1-7-1,18,1982.104,1982
Florida,8,4,0,8-4,18,1982.104,1982
Florida State,9,3,0,9-3,18,1982.104,1982
Fresno State,8,0,0,8-0,18,1982.104,1982
Georgia,11,1,0,11-1,18,1982.104,1982
Georgia Tech,5,5,0,5-5,18,1982.104,1982
Hawai'i,5,5,0,5-5,18,1982.104,1982
Houston,4,5,1,4-5-1,18,1982.104,1982
Illinois,7,5,0,7-5,18,1982.104,1982
Illinois State,0,7,0,0-7,18,1982.104,1982
Indiana,5,6,0,5-6,18,1982.104,1982
Indiana State,4,5,0,4-5,18,1982.104,1982
Iowa,8,4,0,8-4,18,1982.104,1982
Iowa State,4,6,1,4-6-1,18,1982.104,1982
Kansas,2,7,2,2-7-2,18,1982.104,1982
Kansas State,5,5,1,5-5-1,18,1982.104,1982
Kent State,0,10,0,0-10,18,1982.104,1982
Kentucky,0,10,1,0-10-1,18,1982.104,1982
LSU,8,3,1,8-3-1,18,1982.104,1982
Long Beach State,6,5,0,6-5,18,1982.104,1982
Louisiana,4,1,0,4-1,18,1982.104,1982
Louisville,4,6,0,4-6,18,1982.104,1982
Maryland,8,4,0,8-4,18,1982.104,1982
Memphis,0,10,0,0-10,18,1982.104,1982
Miami,7,4,0,7-4,18,1982.104,1982
Miami (OH),7,4,0,7-4,18,1982.104,1982
Michigan,8,4,0,8-4,18,1982.104,1982
Michigan State,2,9,0,2-9,18,1982.104,1982
Minnesota,3,8,0,3-8,18,1982.104,1982
Mississippi State,4,6,0,4-6,18,1982.104,1982
Missouri,5,4,2,5-4-2,18,1982.104,1982
NC State,5,5,0,5-5,18,1982.104,1982
Navy,5,5,0,5-5,18,1982.104,1982
Nebraska,12,1,0,12-1,18,1982.104,1982
New Mexico,10,1,0,10-1,18,1982.104,1982
New Mexico State,2,8,0,2-8,18,1982.104,1982
North Carolina,8,4,0,8-4,18,1982.104,1982
North Texas,1,8,0,1-8,18,1982.104,1982
Northern Illinois,5,5,0,5-5,18,1982.104,1982
Northwestern,3,8,0,3-8,18,1982.104,1982
Notre Dame,6,4,1,6-4-1,18,1982.104,1982
Ohio,6,5,0,6-5,18,1982.104,1982
Ohio State,9,3,0,9-3,18,1982.104,1982
Oklahoma,8,4,0,8-4,18,1982.104,1982
Oklahoma State,4,5,2,4-5-2,18,1982.104,1982
Ole Miss,4,7,0,4-7,18,1982.104,1982
Oregon,2,8,1,2-8-1,18,1982.104,1982
Oregon State,0,9,1,0-9-1,18,1982.104,1982
Pacific,2,6,0,2-6,18,1982.104,1982
Penn State,11,1,0,11-1,18,1982.104,1982
Pittsburgh,9,3,0,9-3,18,1982.104,1982
Purdue,3,8,0,3-8,18,1982.104,1982
Rice,0,11,0,0-11,18,1982.104,1982
Richmond,0,9,0,0-9,18,1982.104,1982
Rutgers,4,6,0,4-6,18,1982.104,1982
SMU,11,0,1,11-0-1,18,1982.104,1982
San Diego State,7,5,0,7-5,18,1982.104,1982
San José State,7,3,0,7-3,18,1982.104,1982
South Carolina,4,6,0,4-6,18,1982.104,1982
Southern Illinois,4,3,0,4-3,18,1982.104,1982
Southern Miss,6,3,0,6-3,18,1982.104,1982
Stanford,5,6,0,5-6,18,1982.104,1982
Syracuse,1,9,0,1-9,18,1982.104,1982
TCU,3,8,0,3-8,18,1982.104,1982
Temple,3,6,0,3-6,18,1982.104,1982
Tennessee,6,5,1,6-5-1,18,1982.104,1982
Texas,9,3,0,9-3,18,1982.104,1982
Texas A&M,3,6,0,3-6,18,1982.104,1982
Texas Tech,4,7,0,4-7,18,1982.104,1982
Toledo,5,5,0,5-5,18,1982.104,1982
Tulane,4,7,0,4-7,18,1982.104,1982
Tulsa,10,1,0,10-1,18,1982.104,1982
UCLA,10,1,1,10-1-1,18,1982.104,1982
UNLV,3,8,0,3-8,18,1982.104,1982
USC,8,3,0,8-3,18,1982.104,1982
UTEP,2,10,0,2-10,18,1982.104,1982
Utah,4,6,0,4-6,18,1982.104,1982
Utah State,3,5,0,3-5,18,1982.104,1982
Vanderbilt,7,4,0,7-4,18,1982.104,1982
Virginia,1,8,0,1-8,18,1982.104,1982
Virginia Tech,5,4,0,5-4,18,1982.104,1982
Wake Forest,1,8,0,1-8,18,1982.104,1982
Washington,10,2,0,10-2,18,1982.104,1982
Washington State,2,7,1,2-7-1,18,1982.104,1982
West Texas A&M,2,6,0,2-6,18,1982.104,1982
West Virginia,9,3,0,9-3,18,1982.104,1982
Western Michigan,5,2,2,5-2-2,18,1982.104,1982
Wichita State,6,3,0,6-3,18,1982.104,1982
William & Mary,1,5,0,1-5,18,1982.104,1982
Wisconsin,7,5,0,7-5,18,1982.104,1982
Wyoming,5,7,0,5-7,18,1982.104,1982
Nebraska,1,0,0,1-0,19,1983.001,1983
Penn State,0,1,0,0-1,19,1983.001,1983
Air Force,1,0,0,1-0,20,1983.002,1983
Arizona,1,0,0,1-0,20,1983.002,1983
California,1,0,0,1-0,20,1983.002,1983
Central Michigan,0,1,0,0-1,20,1983.002,1983
Colorado State,0,1,0,0-1,20,1983.002,1983
Duke,0,1,0,0-1,20,1983.002,1983
East Carolina,0,1,0,0-1,20,1983.002,1983
Florida,1,0,0,1-0,20,1983.002,1983
Florida State,1,0,0,1-0,20,1983.002,1983
Georgia,1,0,0,1-0,20,1983.002,1983
Houston,1,0,0,1-0,20,1983.002,1983
Kansas,0,1,0,0-1,20,1983.002,1983
Kansas State,0,1,0,0-1,20,1983.002,1983
Kentucky,1,0,0,1-0,20,1983.002,1983
Long Beach State,1,0,0,1-0,20,1983.002,1983
Louisville,0,1,0,0-1,20,1983.002,1983
Memphis,1,0,0,1-0,20,1983.002,1983
Miami,0,1,0,0-1,20,1983.002,1983
Mississippi State,1,0,0,1-0,20,1983.002,1983
Nebraska,1,0,0,1-0,20,1983.002,1983
New Mexico,1,0,0,1-0,20,1983.002,1983
New Mexico State,0,1,0,0-1,20,1983.002,1983
North Carolina,1,0,0,1-0,20,1983.002,1983
Northern Illinois,1,0,0,1-0,20,1983.002,1983
Ohio,0,1,0,0-1,20,1983.002,1983
Ole Miss,0,1,0,0-1,20,1983.002,1983
Oregon,0,1,0,0-1,20,1983.002,1983
Oregon State,0,1,0,0-1,20,1983.002,1983
Pacific,1,0,0,1-0,20,1983.002,1983
Penn State,0,1,0,0-1,20,1983.002,1983
Pittsburgh,1,0,0,1-0,20,1983.002,1983
Rice,0,1,0,0-1,20,1983.002,1983
Richmond,0,1,0,0-1,20,1983.002,1983
SMU,1,0,0,1-0,20,1983.002,1983
San Diego State,0,1,0,0-1,20,1983.002,1983
South Carolina,0,1,0,0-1,20,1983.002,1983
Southern Miss,1,0,0,1-0,20,1983.002,1983
Syracuse,0,1,0,0-1,20,1983.002,1983
Temple,1,0,0,1-0,20,1983.002,1983
Tennessee,0,1,0,0-1,20,1983.002,1983
Texas A&M,0,1,0,0-1,20,1983.002,1983
