name,wins,losses,ties,record,ranking_id,season_week,season
Clemson,2,1,0,2-1,388,2002.004,2002
Colorado,1,2,0,1-2,388,2002.004,2002
Colorado State,3,1,0,3-1,388,2002.004,2002
Duke,1,2,0,1-2,388,2002.004,2002
East Carolina,1,2,0,1-2,388,2002.004,2002
Eastern Michigan,0,2,0,0-2,388,2002.004,2002
Florida,2,1,0,2-1,388,2002.004,2002
Florida State,3,0,0,3-0,388,2002.004,2002
Fresno State,1,2,0,1-2,388,2002.004,2002
Georgia,2,0,0,2-0,388,2002.004,2002
Georgia Tech,2,1,0,2-1,388,2002.004,2002
Hawai'i,0,1,0,0-1,388,2002.004,2002
Houston,2,1,0,2-1,388,2002.004,2002
Idaho,0,3,0,0-3,388,2002.004,2002
Illinois,1,2,0,1-2,388,2002.004,2002
Indiana,0,2,0,0-2,388,2002.004,2002
Iowa,2,1,0,2-1,388,2002.004,2002
Iowa State,2,1,0,2-1,388,2002.004,2002
Kansas,0,2,0,0-2,388,2002.004,2002
Kansas State,1,0,0,1-0,388,2002.004,2002
Kent State,0,1,0,0-1,388,2002.004,2002
Kentucky,3,0,0,3-0,388,2002.004,2002
LSU,1,1,0,1-1,388,2002.004,2002
Louisiana,0,3,0,0-3,388,2002.004,2002
Louisiana Tech,2,1,0,2-1,388,2002.004,2002
Louisville,1,2,0,1-2,388,2002.004,2002
Marshall,0,1,0,0-1,388,2002.004,2002
Maryland,1,2,0,1-2,388,2002.004,2002
Memphis,0,2,0,0-2,388,2002.004,2002
Miami,2,0,0,2-0,388,2002.004,2002
Miami (OH),1,2,0,1-2,388,2002.004,2002
Michigan,2,1,0,2-1,388,2002.004,2002
Michigan State,2,1,0,2-1,388,2002.004,2002
Middle Tennessee,0,2,0,0-2,388,2002.004,2002
Minnesota,2,0,0,2-0,388,2002.004,2002
Mississippi State,0,1,0,0-1,388,2002.004,2002
Missouri,2,1,0,2-1,388,2002.004,2002
NC State,3,0,0,3-0,388,2002.004,2002
Navy,1,1,0,1-1,388,2002.004,2002
Nebraska,3,1,0,3-1,388,2002.004,2002
Nevada,1,1,0,1-1,388,2002.004,2002
New Mexico,1,2,0,1-2,388,2002.004,2002
New Mexico State,0,2,0,0-2,388,2002.004,2002
North Carolina,1,2,0,1-2,388,2002.004,2002
North Texas,0,2,0,0-2,388,2002.004,2002
Northern Illinois,1,2,0,1-2,388,2002.004,2002
Northwestern,1,2,0,1-2,388,2002.004,2002
Notre Dame,3,0,0,3-0,388,2002.004,2002
Ohio,0,2,0,0-2,388,2002.004,2002
Ohio State,3,0,0,3-0,388,2002.004,2002
Oklahoma,3,0,0,3-0,388,2002.004,2002
Oklahoma State,0,2,0,0-2,388,2002.004,2002
Ole Miss,2,1,0,2-1,388,2002.004,2002
Oregon,3,0,0,3-0,388,2002.004,2002
Oregon State,2,0,0,2-0,388,2002.004,2002
Penn State,2,0,0,2-0,388,2002.004,2002
Pittsburgh,2,1,0,2-1,388,2002.004,2002
Purdue,1,1,0,1-1,388,2002.004,2002
Rice,0,2,0,0-2,388,2002.004,2002
Rutgers,1,1,0,1-1,388,2002.004,2002
SMU,0,3,0,0-3,388,2002.004,2002
San Diego State,0,3,0,0-3,388,2002.004,2002
San José State,1,2,0,1-2,388,2002.004,2002
South Carolina,1,2,0,1-2,388,2002.004,2002
South Florida,1,1,0,1-1,388,2002.004,2002
Southern Miss,2,0,0,2-0,388,2002.004,2002
Stanford,1,1,0,1-1,388,2002.004,2002
Syracuse,0,2,0,0-2,388,2002.004,2002
TCU,2,1,0,2-1,388,2002.004,2002
Temple,0,2,0,0-2,388,2002.004,2002
Tennessee,2,0,0,2-0,388,2002.004,2002
Texas,2,0,0,2-0,388,2002.004,2002
Texas A&M,2,0,0,2-0,388,2002.004,2002
Texas Tech,2,1,0,2-1,388,2002.004,2002
Toledo,1,1,0,1-1,388,2002.004,2002
Troy,0,2,0,0-2,388,2002.004,2002
Tulane,1,1,0,1-1,388,2002.004,2002
Tulsa,0,3,0,0-3,388,2002.004,2002
UAB,1,2,0,1-2,388,2002.004,2002
UCF,0,2,0,0-2,388,2002.004,2002
UCLA,2,0,0,2-0,388,2002.004,2002
UConn,1,2,0,1-2,388,2002.004,2002
UL Monroe,0,2,0,0-2,388,2002.004,2002
UNLV,1,2,0,1-2,388,2002.004,2002
USC,2,0,0,2-0,388,2002.004,2002
UTEP,0,2,0,0-2,388,2002.004,2002
Utah,2,1,0,2-1,388,2002.004,2002
Utah State,0,2,0,0-2,388,2002.004,2002
Vanderbilt,0,2,0,0-2,388,2002.004,2002
Virginia,1,2,0,1-2,388,2002.004,2002
Virginia Tech,3,0,0,3-0,388,2002.004,2002
Wake Forest,1,2,0,1-2,388,2002.004,2002
Washington,1,1,0,1-1,388,2002.004,2002
Washington State,2,1,0,2-1,388,2002.004,2002
West Virginia,1,1,0,1-1,388,2002.004,2002
Western Michigan,0,2,0,0-2,388,2002.004,2002
Wisconsin,4,0,0,4-0,388,2002.004,2002
Wyoming,0,3,0,0-3,388,2002.004,2002
Air Force,3,0,0,3-0,389,2002.005,2002
Akron,0,4,0,0-4,389,2002.005,2002
Alabama,3,1,0,3-1,389,2002.005,2002
Arizona,1,1,0,1-1,389,2002.005,2002
Arizona State,2,1,0,2-1,389,2002.005,2002
Arkansas,2,0,0,2-0,389,2002.005,2002
Arkansas State,2,3,0,2-3,389,2002.005,2002
Army,0,2,0,0-2,389,2002.005,2002
Auburn,2,1,0,2-1,389,2002.005,2002
BYU,2,2,0,2-2,389,2002.005,2002
Ball State,0,2,0,0-2,389,2002.005,2002
Baylor,1,2,0,1-2,389,2002.005,2002
Boise State,2,1,0,2-1,389,2002.005,2002
Boston College,2,1,0,2-1,389,2002.005,2002
Bowling Green,2,0,0,2-0,389,2002.005,2002
Buffalo,1,2,0,1-2,389,2002.005,2002
California,3,1,0,3-1,389,2002.005,2002
Central Michigan,2,1,0,2-1,389,2002.005,2002
Cincinnati,1,2,0,1-2,389,2002.005,2002
Clemson,3,1,0,3-1,389,2002.005,2002
Colorado,2,2,0,2-2,389,2002.005,2002
Colorado State,3,1,0,3-1,389,2002.005,2002
Duke,1,3,0,1-3,389,2002.005,2002
East Carolina,1,2,0,1-2,389,2002.005,2002
Eastern Michigan,0,3,0,0-3,389,2002.005,2002
Florida,3,1,0,3-1,389,2002.005,2002
Florida State,4,0,0,4-0,389,2002.005,2002
Fresno State,1,3,0,1-3,389,2002.005,2002
Georgia,2,0,0,2-0,389,2002.005,2002
Georgia Tech,3,1,0,3-1,389,2002.005,2002
Hawai'i,1,1,0,1-1,389,2002.005,2002
Houston,2,2,0,2-2,389,2002.005,2002
Idaho,1,3,0,1-3,389,2002.005,2002
Illinois,1,3,0,1-3,389,2002.005,2002
Indiana,1,2,0,1-2,389,2002.005,2002
Iowa,3,1,0,3-1,389,2002.005,2002
Iowa State,3,1,0,3-1,389,2002.005,2002
Kansas,0,3,0,0-3,389,2002.005,2002
Kansas State,2,0,0,2-0,389,2002.005,2002
Kent State,0,2,0,0-2,389,2002.005,2002
Kentucky,4,0,0,4-0,389,2002.005,2002
LSU,1,1,0,1-1,389,2002.005,2002
Louisiana,1,3,0,1-3,389,2002.005,2002
Louisiana Tech,2,2,0,2-2,389,2002.005,2002
Louisville,2,2,0,2-2,389,2002.005,2002
Marshall,1,1,0,1-1,389,2002.005,2002
Maryland,2,2,0,2-2,389,2002.005,2002
Memphis,1,2,0,1-2,389,2002.005,2002
Miami,3,0,0,3-0,389,2002.005,2002
Miami (OH),2,2,0,2-2,389,2002.005,2002
Michigan,3,1,0,3-1,389,2002.005,2002
Michigan State,2,2,0,2-2,389,2002.005,2002
Middle Tennessee,0,3,0,0-3,389,2002.005,2002
Minnesota,3,0,0,3-0,389,2002.005,2002
Mississippi State,0,2,0,0-2,389,2002.005,2002
Missouri,2,1,0,2-1,389,2002.005,2002
NC State,4,0,0,4-0,389,2002.005,2002
Navy,1,2,0,1-2,389,2002.005,2002
Nebraska,3,1,0,3-1,389,2002.005,2002
Nevada,2,1,0,2-1,389,2002.005,2002
New Mexico,1,3,0,1-3,389,2002.005,2002
New Mexico State,1,2,0,1-2,389,2002.005,2002
North Carolina,1,2,0,1-2,389,2002.005,2002
North Texas,0,3,0,0-3,389,2002.005,2002
Northern Illinois,1,2,0,1-2,389,2002.005,2002
Northwestern,2,2,0,2-2,389,2002.005,2002
Notre Dame,4,0,0,4-0,389,2002.005,2002
Ohio,0,3,0,0-3,389,2002.005,2002
Ohio State,4,0,0,4-0,389,2002.005,2002
Oklahoma,3,0,0,3-0,389,2002.005,2002
Oklahoma State,1,2,0,1-2,389,2002.005,2002
Ole Miss,3,1,0,3-1,389,2002.005,2002
Oregon,3,0,0,3-0,389,2002.005,2002
Oregon State,3,0,0,3-0,389,2002.005,2002
Penn State,3,0,0,3-0,389,2002.005,2002
Pittsburgh,3,1,0,3-1,389,2002.005,2002
Purdue,1,2,0,1-2,389,2002.005,2002
Rice,0,3,0,0-3,389,2002.005,2002
Rutgers,1,2,0,1-2,389,2002.005,2002
SMU,0,4,0,0-4,389,2002.005,2002
San Diego State,0,4,0,0-4,389,2002.005,2002
San José State,2,2,0,2-2,389,2002.005,2002
South Carolina,2,2,0,2-2,389,2002.005,2002
South Florida,1,1,0,1-1,389,2002.005,2002
Southern Miss,2,1,0,2-1,389,2002.005,2002
Stanford,1,1,0,1-1,389,2002.005,2002
Syracuse,0,2,0,0-2,389,2002.005,2002
TCU,3,1,0,3-1,389,2002.005,2002
Temple,0,3,0,0-3,389,2002.005,2002
Tennessee,2,1,0,2-1,389,2002.005,2002
Texas,3,0,0,3-0,389,2002.005,2002
Texas A&M,2,1,0,2-1,389,2002.005,2002
Texas Tech,2,2,0,2-2,389,2002.005,2002
Toledo,2,1,0,2-1,389,2002.005,2002
Troy,0,3,0,0-3,389,2002.005,2002
Tulane,1,2,0,1-2,389,2002.005,2002
Tulsa,0,4,0,0-4,389,2002.005,2002
UAB,1,3,0,1-3,389,2002.005,2002
UCF,0,3,0,0-3,389,2002.005,2002
UCLA,2,1,0,2-1,389,2002.005,2002
UConn,2,2,0,2-2,389,2002.005,2002
UL Monroe,0,3,0,0-3,389,2002.005,2002
UNLV,1,3,0,1-3,389,2002.005,2002
USC,2,1,0,2-1,389,2002.005,2002
UTEP,0,3,0,0-3,389,2002.005,2002
Utah,2,2,0,2-2,389,2002.005,2002
Utah State,0,3,0,0-3,389,2002.005,2002
Vanderbilt,0,3,0,0-3,389,2002.005,2002
Virginia,2,2,0,2-2,389,2002.005,2002
Virginia Tech,4,0,0,4-0,389,2002.005,2002
Wake Forest,2,2,0,2-2,389,2002.005,2002
Washington,2,1,0,2-1,389,2002.005,2002
Washington State,2,1,0,2-1,389,2002.005,2002
West Virginia,1,1,0,1-1,389,2002.005,2002
Western Michigan,0,2,0,0-2,389,2002.005,2002
Wisconsin,5,0,0,5-0,389,2002.005,2002
Wyoming,0,4,0,0-4,389,2002.005,2002
Air Force,4,0,0,4-0,390,2002.006,2002
Akron,0,5,0,0-5,390,2002.006,2002
Alabama,4,1,0,4-1,390,2002.006,2002
Arizona,2,1,0,2-1,390,2002.006,2002
Arizona State,3,1,0,3-1,390,2002.006,2002
Arkansas,2,1,0,2-1,390,2002.006,2002
Arkansas State,2,3,0,2-3,390,2002.006,2002
Army,0,3,0,0-3,390,2002.006,2002
Auburn,3,1,0,3-1,390,2002.006,2002
BYU,2,2,0,2-2,390,2002.006,2002
Ball State,1,2,0,1-2,390,2002.006,2002
Baylor,1,2,0,1-2,390,2002.006,2002
Boise State,3,1,0,3-1,390,2002.006,2002
Boston College,3,1,0,3-1,390,2002.006,2002
Bowling Green,2,0,0,2-0,390,2002.006,2002
Buffalo,1,3,0,1-3,390,2002.006,2002
California,3,2,0,3-2,390,2002.006,2002
Central Michigan,2,2,0,2-2,390,2002.006,2002
Cincinnati,2,2,0,2-2,390,2002.006,2002
Clemson,3,1,0,3-1,390,2002.006,2002
Colorado,2,2,0,2-2,390,2002.006,2002
Colorado State,4,1,0,4-1,390,2002.006,2002
Duke,2,3,0,2-3,390,2002.006,2002
East Carolina,1,3,0,1-3,390,2002.006,2002
Eastern Michigan,0,3,0,0-3,390,2002.006,2002
Florida,4,1,0,4-1,390,2002.006,2002
Florida State,4,1,0,4-1,390,2002.006,2002
Fresno State,2,3,0,2-3,390,2002.006,2002
Georgia,3,0,0,3-0,390,2002.006,2002
Georgia Tech,4,1,0,4-1,390,2002.006,2002
Hawai'i,2,1,0,2-1,390,2002.006,2002
Houston,2,2,0,2-2,390,2002.006,2002
Idaho,1,4,0,1-4,390,2002.006,2002
Illinois,1,4,0,1-4,390,2002.006,2002
Indiana,1,3,0,1-3,390,2002.006,2002
Iowa,4,1,0,4-1,390,2002.006,2002
Iowa State,4,1,0,4-1,390,2002.006,2002
Kansas,1,3,0,1-3,390,2002.006,2002
Kansas State,2,0,0,2-0,390,2002.006,2002
Kent State,0,3,0,0-3,390,2002.006,2002
Kentucky,4,1,0,4-1,390,2002.006,2002
LSU,2,1,0,2-1,390,2002.006,2002
Louisiana,1,3,0,1-3,390,2002.006,2002
Louisiana Tech,2,3,0,2-3,390,2002.006,2002
Louisville,3,2,0,3-2,390,2002.006,2002
Marshall,1,1,0,1-1,390,2002.006,2002
Maryland,2,2,0,2-2,390,2002.006,2002
Memphis,1,3,0,1-3,390,2002.006,2002
Miami,3,0,0,3-0,390,2002.006,2002
Miami (OH),3,2,0,3-2,390,2002.006,2002
Michigan,4,1,0,4-1,390,2002.006,2002
Michigan State,3,2,0,3-2,390,2002.006,2002
Middle Tennessee,0,3,0,0-3,390,2002.006,2002
Minnesota,3,1,0,3-1,390,2002.006,2002
Mississippi State,0,3,0,0-3,390,2002.006,2002
Missouri,3,1,0,3-1,390,2002.006,2002
NC State,4,0,0,4-0,390,2002.006,2002
Navy,1,3,0,1-3,390,2002.006,2002
Nebraska,3,2,0,3-2,390,2002.006,2002
Nevada,2,2,0,2-2,390,2002.006,2002
New Mexico,1,4,0,1-4,390,2002.006,2002
New Mexico State,1,3,0,1-3,390,2002.006,2002
North Carolina,1,3,0,1-3,390,2002.006,2002
North Texas,0,4,0,0-4,390,2002.006,2002
Northern Illinois,2,2,0,2-2,390,2002.006,2002
Northwestern,2,3,0,2-3,390,2002.006,2002
Notre Dame,4,0,0,4-0,390,2002.006,2002
Ohio,1,3,0,1-3,390,2002.006,2002
Ohio State,5,0,0,5-0,390,2002.006,2002
Oklahoma,4,0,0,4-0,390,2002.006,2002
Oklahoma State,1,2,0,1-2,390,2002.006,2002
Ole Miss,3,1,0,3-1,390,2002.006,2002
Oregon,3,0,0,3-0,390,2002.006,2002
Oregon State,3,1,0,3-1,390,2002.006,2002
Penn State,3,1,0,3-1,390,2002.006,2002
Pittsburgh,4,1,0,4-1,390,2002.006,2002
Purdue,2,2,0,2-2,390,2002.006,2002
Rice,0,4,0,0-4,390,2002.006,2002
Rutgers,1,3,0,1-3,390,2002.006,2002
SMU,0,5,0,0-5,390,2002.006,2002
San Diego State,0,5,0,0-5,390,2002.006,2002
San José State,3,2,0,3-2,390,2002.006,2002
South Carolina,3,2,0,3-2,390,2002.006,2002
South Florida,1,2,0,1-2,390,2002.006,2002
Southern Miss,3,1,0,3-1,390,2002.006,2002
Stanford,1,2,0,1-2,390,2002.006,2002
Syracuse,0,3,0,0-3,390,2002.006,2002
TCU,3,1,0,3-1,390,2002.006,2002
Temple,0,4,0,0-4,390,2002.006,2002
Tennessee,3,1,0,3-1,390,2002.006,2002
Texas,4,0,0,4-0,390,2002.006,2002
Texas A&M,3,1,0,3-1,390,2002.006,2002
Texas Tech,3,2,0,3-2,390,2002.006,2002
Toledo,2,2,0,2-2,390,2002.006,2002
Troy,0,4,0,0-4,390,2002.006,2002
Tulane,1,3,0,1-3,390,2002.006,2002
Tulsa,0,5,0,0-5,390,2002.006,2002
UAB,2,3,0,2-3,390,2002.006,2002
UCF,0,3,0,0-3,390,2002.006,2002
UCLA,3,1,0,3-1,390,2002.006,2002
UConn,2,3,0,2-3,390,2002.006,2002
UL Monroe,0,3,0,0-3,390,2002.006,2002
UNLV,1,3,0,1-3,390,2002.006,2002
USC,3,1,0,3-1,390,2002.006,2002
UTEP,0,4,0,0-4,390,2002.006,2002
Utah,2,3,0,2-3,390,2002.006,2002
Utah State,0,4,0,0-4,390,2002.006,2002
Vanderbilt,0,4,0,0-4,390,2002.006,2002
Virginia,3,2,0,3-2,390,2002.006,2002
Virginia Tech,5,0,0,5-0,390,2002.006,2002
Wake Forest,2,3,0,2-3,390,2002.006,2002
Washington,3,1,0,3-1,390,2002.006,2002
Washington State,3,1,0,3-1,390,2002.006,2002
West Virginia,2,1,0,2-1,390,2002.006,2002
Western Michigan,0,3,0,0-3,390,2002.006,2002
Wisconsin,5,0,0,5-0,390,2002.006,2002
Wyoming,0,4,0,0-4,390,2002.006,2002
Air Force,5,0,0,5-0,391,2002.007,2002
Akron,0,6,0,0-6,391,2002.007,2002
Alabama,4,2,0,4-2,391,2002.007,2002
Arizona,2,2,0,2-2,391,2002.007,2002
Arizona State,3,2,0,3-2,391,2002.007,2002
Arkansas,2,2,0,2-2,391,2002.007,2002
Arkansas State,3,3,0,3-3,391,2002.007,2002
Army,0,4,0,0-4,391,2002.007,2002
Auburn,3,1,0,3-1,391,2002.007,2002
BYU,3,2,0,3-2,391,2002.007,2002
Ball State,1,3,0,1-3,391,2002.007,2002
Baylor,2,2,0,2-2,391,2002.007,2002
Boise State,4,1,0,4-1,391,2002.007,2002
Boston College,3,1,0,3-1,391,2002.007,2002
Bowling Green,3,0,0,3-0,391,2002.007,2002
Buffalo,1,4,0,1-4,391,2002.007,2002
California,4,2,0,4-2,391,2002.007,2002
Central Michigan,2,2,0,2-2,391,2002.007,2002
Cincinnati,2,3,0,2-3,391,2002.007,2002
Clemson,3,2,0,3-2,391,2002.007,2002
Colorado,3,2,0,3-2,391,2002.007,2002
Colorado State,4,2,0,4-2,391,2002.007,2002
Duke,2,4,0,2-4,391,2002.007,2002
East Carolina,2,3,0,2-3,391,2002.007,2002
Eastern Michigan,1,3,0,1-3,391,2002.007,2002
Florida,4,2,0,4-2,391,2002.007,2002
Florida State,5,1,0,5-1,391,2002.007,2002
Fresno State,3,3,0,3-3,391,2002.007,2002
Georgia,4,0,0,4-0,391,2002.007,2002
Georgia Tech,4,2,0,4-2,391,2002.007,2002
Hawai'i,2,2,0,2-2,391,2002.007,2002
Houston,2,3,0,2-3,391,2002.007,2002
Idaho,1,4,0,1-4,391,2002.007,2002
Illinois,1,5,0,1-5,391,2002.007,2002
Indiana,1,3,0,1-3,391,2002.007,2002
Iowa,5,1,0,5-1,391,2002.007,2002
Iowa State,4,1,0,4-1,391,2002.007,2002
Kansas,1,4,0,1-4,391,2002.007,2002
Kansas State,2,1,0,2-1,391,2002.007,2002
Kent State,0,4,0,0-4,391,2002.007,2002
Kentucky,4,1,0,4-1,391,2002.007,2002
LSU,3,1,0,3-1,391,2002.007,2002
Louisiana,1,4,0,1-4,391,2002.007,2002
Louisiana Tech,2,4,0,2-4,391,2002.007,2002
Louisville,3,2,0,3-2,391,2002.007,2002
Marshall,2,1,0,2-1,391,2002.007,2002
Maryland,3,2,0,3-2,391,2002.007,2002
Memphis,1,3,0,1-3,391,2002.007,2002
Miami,4,0,0,4-0,391,2002.007,2002
Miami (OH),4,2,0,4-2,391,2002.007,2002
Michigan,4,1,0,4-1,391,2002.007,2002
Michigan State,3,2,0,3-2,391,2002.007,2002
Middle Tennessee,0,4,0,0-4,391,2002.007,2002
Minnesota,4,1,0,4-1,391,2002.007,2002
Mississippi State,0,4,0,0-4,391,2002.007,2002
Missouri,3,2,0,3-2,391,2002.007,2002
NC State,4,0,0,4-0,391,2002.007,2002
Navy,1,4,0,1-4,391,2002.007,2002
Nebraska,3,2,0,3-2,391,2002.007,2002
Nevada,2,3,0,2-3,391,2002.007,2002
New Mexico,1,4,0,1-4,391,2002.007,2002
New Mexico State,2,3,0,2-3,391,2002.007,2002
North Carolina,2,3,0,2-3,391,2002.007,2002
North Texas,0,5,0,0-5,391,2002.007,2002
Northern Illinois,3,2,0,3-2,391,2002.007,2002
Northwestern,2,4,0,2-4,391,2002.007,2002
Notre Dame,5,0,0,5-0,391,2002.007,2002
Ohio,1,4,0,1-4,391,2002.007,2002
Ohio State,6,0,0,6-0,391,2002.007,2002
Oklahoma,5,0,0,5-0,391,2002.007,2002
Oklahoma State,1,3,0,1-3,391,2002.007,2002
Ole Miss,4,1,0,4-1,391,2002.007,2002
Oregon,4,0,0,4-0,391,2002.007,2002
Oregon State,3,2,0,3-2,391,2002.007,2002
Penn State,4,1,0,4-1,391,2002.007,2002
Pittsburgh,5,1,0,5-1,391,2002.007,2002
Purdue,2,3,0,2-3,391,2002.007,2002
Rice,1,4,0,1-4,391,2002.007,2002
Rutgers,1,3,0,1-3,391,2002.007,2002
SMU,0,6,0,0-6,391,2002.007,2002
San Diego State,0,5,0,0-5,391,2002.007,2002
San José State,4,2,0,4-2,391,2002.007,2002
South Carolina,4,2,0,4-2,391,2002.007,2002
South Florida,2,2,0,2-2,391,2002.007,2002
Southern Miss,3,1,0,3-1,391,2002.007,2002
Stanford,1,3,0,1-3,391,2002.007,2002
Syracuse,0,4,0,0-4,391,2002.007,2002
TCU,4,1,0,4-1,391,2002.007,2002
Temple,0,4,0,0-4,391,2002.007,2002
Tennessee,4,1,0,4-1,391,2002.007,2002
Texas,5,0,0,5-0,391,2002.007,2002
Texas A&M,3,2,0,3-2,391,2002.007,2002
Texas Tech,4,2,0,4-2,391,2002.007,2002
Toledo,2,2,0,2-2,391,2002.007,2002
Troy,0,4,0,0-4,391,2002.007,2002
Tulane,2,3,0,2-3,391,2002.007,2002
Tulsa,0,5,0,0-5,391,2002.007,2002
UAB,2,3,0,2-3,391,2002.007,2002
UCF,0,3,0,0-3,391,2002.007,2002
UCLA,4,1,0,4-1,391,2002.007,2002
UConn,2,4,0,2-4,391,2002.007,2002
UL Monroe,0,4,0,0-4,391,2002.007,2002
UNLV,2,3,0,2-3,391,2002.007,2002
USC,3,2,0,3-2,391,2002.007,2002
UTEP,0,5,0,0-5,391,2002.007,2002
Utah,2,3,0,2-3,391,2002.007,2002
Utah State,0,5,0,0-5,391,2002.007,2002
Vanderbilt,0,4,0,0-4,391,2002.007,2002
Virginia,4,2,0,4-2,391,2002.007,2002
Virginia Tech,5,0,0,5-0,391,2002.007,2002
Wake Forest,3,3,0,3-3,391,2002.007,2002
Washington,3,2,0,3-2,391,2002.007,2002
Washington State,4,1,0,4-1,391,2002.007,2002
West Virginia,2,2,0,2-2,391,2002.007,2002
Western Michigan,1,3,0,1-3,391,2002.007,2002
Wisconsin,5,1,0,5-1,391,2002.007,2002
Wyoming,0,4,0,0-4,391,2002.007,2002
Air Force,6,0,0,6-0,392,2002.008,2002
Akron,0,6,0,0-6,392,2002.008,2002
Alabama,4,2,0,4-2,392,2002.008,2002
Arizona,2,3,0,2-3,392,2002.008,2002
Arizona State,4,2,0,4-2,392,2002.008,2002
Arkansas,3,2,0,3-2,392,2002.008,2002
Arkansas State,3,4,0,3-4,392,2002.008,2002
Army,0,5,0,0-5,392,2002.008,2002
Auburn,3,2,0,3-2,392,2002.008,2002
BYU,3,3,0,3-3,392,2002.008,2002
Ball State,1,4,0,1-4,392,2002.008,2002
Baylor,2,3,0,2-3,392,2002.008,2002
Boise State,5,1,0,5-1,392,2002.008,2002
Boston College,3,2,0,3-2,392,2002.008,2002
Bowling Green,4,0,0,4-0,392,2002.008,2002
Buffalo,1,5,0,1-5,392,2002.008,2002
California,4,3,0,4-3,392,2002.008,2002
Central Michigan,2,3,0,2-3,392,2002.008,2002
Cincinnati,2,4,0,2-4,392,2002.008,2002
Clemson,3,3,0,3-3,392,2002.008,2002
Colorado,4,2,0,4-2,392,2002.008,2002
Colorado State,5,2,0,5-2,392,2002.008,2002
Duke,2,5,0,2-5,392,2002.008,2002
East Carolina,2,3,0,2-3,392,2002.008,2002
Eastern Michigan,1,4,0,1-4,392,2002.008,2002
Florida,4,3,0,4-3,392,2002.008,2002
Florida State,5,2,0,5-2,392,2002.008,2002
Fresno State,4,3,0,4-3,392,2002.008,2002
Georgia,5,0,0,5-0,392,2002.008,2002
Georgia Tech,4,2,0,4-2,392,2002.008,2002
Hawai'i,3,2,0,3-2,392,2002.008,2002
Houston,2,4,0,2-4,392,2002.008,2002
Idaho,1,5,0,1-5,392,2002.008,2002
Illinois,2,5,0,2-5,392,2002.008,2002
Indiana,2,3,0,2-3,392,2002.008,2002
Iowa,6,1,0,6-1,392,2002.008,2002
Iowa State,5,1,0,5-1,392,2002.008,2002
Kansas,1,5,0,1-5,392,2002.008,2002
Kansas State,3,1,0,3-1,392,2002.008,2002
Kent State,0,4,0,0-4,392,2002.008,2002
Kentucky,4,2,0,4-2,392,2002.008,2002
LSU,4,1,0,4-1,392,2002.008,2002
Louisiana,1,5,0,1-5,392,2002.008,2002
Louisiana Tech,2,4,0,2-4,392,2002.008,2002
Louisville,4,2,0,4-2,392,2002.008,2002
Marshall,3,1,0,3-1,392,2002.008,2002
Maryland,3,2,0,3-2,392,2002.008,2002
Memphis,1,4,0,1-4,392,2002.008,2002
Miami,5,0,0,5-0,392,2002.008,2002
Miami (OH),4,3,0,4-3,392,2002.008,2002
Michigan,5,1,0,5-1,392,2002.008,2002
Michigan State,3,3,0,3-3,392,2002.008,2002
Middle Tennessee,1,4,0,1-4,392,2002.008,2002
Minnesota,5,1,0,5-1,392,2002.008,2002
Mississippi State,1,4,0,1-4,392,2002.008,2002
Missouri,3,3,0,3-3,392,2002.008,2002
NC State,5,0,0,5-0,392,2002.008,2002
Navy,1,5,0,1-5,392,2002.008,2002
Nebraska,4,2,0,4-2,392,2002.008,2002
Nevada,2,4,0,2-4,392,2002.008,2002
New Mexico,2,4,0,2-4,392,2002.008,2002
New Mexico State,3,3,0,3-3,392,2002.008,2002
North Carolina,2,4,0,2-4,392,2002.008,2002
North Texas,0,5,0,0-5,392,2002.008,2002
Northern Illinois,4,2,0,4-2,392,2002.008,2002
Northwestern,2,5,0,2-5,392,2002.008,2002
Notre Dame,6,0,0,6-0,392,2002.008,2002
Ohio,2,4,0,2-4,392,2002.008,2002
Ohio State,7,0,0,7-0,392,2002.008,2002
Oklahoma,6,0,0,6-0,392,2002.008,2002
Oklahoma State,1,4,0,1-4,392,2002.008,2002
Ole Miss,5,1,0,5-1,392,2002.008,2002
Oregon,5,0,0,5-0,392,2002.008,2002
Oregon State,3,3,0,3-3,392,2002.008,2002
Penn State,4,2,0,4-2,392,2002.008,2002
Pittsburgh,5,2,0,5-2,392,2002.008,2002
Purdue,2,4,0,2-4,392,2002.008,2002
Rice,2,4,0,2-4,392,2002.008,2002
Rutgers,1,4,0,1-4,392,2002.008,2002
SMU,0,7,0,0-7,392,2002.008,2002
San Diego State,1,5,0,1-5,392,2002.008,2002
San José State,4,3,0,4-3,392,2002.008,2002
South Carolina,5,2,0,5-2,392,2002.008,2002
South Florida,3,2,0,3-2,392,2002.008,2002
Southern Miss,3,2,0,3-2,392,2002.008,2002
Stanford,1,4,0,1-4,392,2002.008,2002
Syracuse,0,5,0,0-5,392,2002.008,2002
TCU,5,1,0,5-1,392,2002.008,2002
Temple,1,4,0,1-4,392,2002.008,2002
Tennessee,4,2,0,4-2,392,2002.008,2002
Texas,5,1,0,5-1,392,2002.008,2002
Texas A&M,4,2,0,4-2,392,2002.008,2002
Texas Tech,4,3,0,4-3,392,2002.008,2002
Toledo,3,2,0,3-2,392,2002.008,2002
Troy,0,5,0,0-5,392,2002.008,2002
Tulane,3,3,0,3-3,392,2002.008,2002
Tulsa,0,6,0,0-6,392,2002.008,2002
